Block,Time,CHAMERA2,RIHAND1,RAMPUR,NAPP,TEHRI,RIHAND3,DADRT2,DULHASTI,SINGRAULI,URI,KOLDAM,SINGRAULI_HYDRO,CHAMERA3,RIHAND2,RAPPC,NJPC,UNCHAHAR1,DHAULIGNGA,SALAL,JHAJJAR,URI2,KOTESHWR,TANAKPUR,BSIUL,PARBATI3,UNCHAHAR2,SEWA2,KISHANGANGA,TANDA2,CHAMERA1,UNCHAHAR3,UNCHAHAR4,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
6,01:15-01:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.74607,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

7,01:30-01:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.74607,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

8,01:45-02:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.74607,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

9,02:00-02:15,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.74607,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,6.726,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

10,02:15-02:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.74607,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

11,02:30-02:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

12,02:45-03:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

13,03:00-03:15,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

14,03:15-03:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

15,03:30-03:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

16,03:45-04:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

17,04:00-04:15,0,92,0,0,0,123.665625,683.129127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

18,04:15-04:30,0,92,0,0,15.561,123.665625,683.129127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

19,04:30-04:45,0,92,0,0,15.561,123.665625,683.129127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

20,04:45-05:00,0,92,0,0,20.16,123.665625,683.129127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

21,05:00-05:15,0,92,0,0,31.122,123.665625,683.129127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,17.046,10.6777,0,1.3944,653.1525,4.7082,6.409,0,2.2,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

22,05:15-05:30,13.17004,92,0,0,31.122,123.665625,683.129127,16.478852,125.5875,3.312,0,0.72694,0,59.0625,54.4401,34.092,10.6777,0,1.3944,653.1525,4.7082,6.409,0,2.2,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

23,05:30-05:45,13.17004,92,0,0,46.683,123.665625,683.129127,16.478852,125.5875,3.312,0,0.72694,0,59.0625,54.4401,56.82,10.6777,0,1.3944,653.1525,4.7082,6.409,0,2.2,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

24,05:45-06:00,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,125.5875,3.312,0,0.72694,0,59.0625,54.4401,75.76,10.6777,9.136036,1.3944,653.1525,4.7082,12.818,0,2.2,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

25,06:00-06:15,13.17004,92,0,0,46.683,123.665625,683.129127,32.957704,125.5875,35.328,0,0.72694,1.2734,59.0625,54.4401,80.6844,10.6777,18.272072,1.3944,653.1525,4.7082,19.227,0,2.2,0,42.392196,4.1323,0,0,8.295,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

26,06:15-06:30,26.7933,92,0,0,46.683,123.665625,683.129127,49.436556,125.5875,35.328,0,0.72694,29.062808,59.0625,54.4401,132.58,10.6777,18.272072,1.3944,653.1525,4.7082,37.468,0,19.6614,0,42.392196,8.2646,0,0,14.04936,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

27,06:30-06:45,26.7933,92,0,0,46.683,123.665625,683.129127,49.436556,125.5875,3.312,0,0.72694,29.062808,59.0625,54.4401,137.315,10.6777,27.408108,6.972,653.1525,4.7082,37.468,0,13.0416,3.819,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

28,06:45-07:00,26.7933,92,0,0,46.683,123.665625,682.829127,49.436556,125.5875,3.312,0,0.72694,29.062808,59.0625,54.4401,137.315,10.6777,27.408108,55.776,653.1525,4.7082,37.468,0,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

29,07:00-07:15,26.7933,92,0,0,46.683,123.665625,682.829127,49.436556,125.5875,3.312,0,0.72694,29.062808,59.0625,54.4401,137.315,10.6777,27.408108,55.776,653.1525,4.7082,37.468,0,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

30,07:15-07:30,26.7933,92,0,0,46.683,123.665625,682.829127,49.436556,125.5875,3.312,0,0.72694,29.062808,59.0625,54.4401,140.3454,10.6777,27.408108,55.776,653.1525,4.7082,37.468,0,13.0416,16.350412,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

31,07:30-07:45,26.7933,92,0,0,46.683,123.665625,682.829127,49.436556,125.5875,3.312,0,0.72694,29.062808,59.0625,54.4401,113.64,10.6777,18.272072,55.776,653.1525,4.7082,37.468,0,6.5208,16.350412,42.392196,10.536032,0,0,14.04936,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

32,07:45:08:00,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,125.5875,3.312,0,0.72694,1.2734,59.0625,54.4401,75.76,10.6777,18.272072,6.972,653.1525,4.7082,17.748,0,0,16.350412,42.392196,10.536032,0,0,14.04936,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

33,08:00-08:15,26.34008,92,0,0,46.683,123.665625,682.829127,32.957704,125.5875,3.312,0,0.72694,0,59.0625,54.4401,56.82,10.6777,9.136036,1.3944,653.1525,4.7082,8.874,0,0,3.819,42.392196,10.536032,0,0,8.69,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

34,08:15-08:30,26.34008,92,0,0,46.683,123.665625,682.829127,32.957704,125.5875,3.312,0,0.72694,0,59.0625,54.4401,34.092,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,10.2641,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

35,08:30-08:45,13.17004,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,3.312,0,0.72694,0,59.0625,54.4401,17.046,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

36,08:45:09:00,13.17004,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.52,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

37,09:00:09:15,0,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,3.864,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.1,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

38,09:15-09:30,0,92,0,0,31.122,123.665625,682.829127,16.478852,125.5875,35.328,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.7082,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.1,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

39,09:30-09:45,0,92,0,0,31.122,123.665625,682.829127,16.478852,125.5875,35.328,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.1,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

40,09:45-10:00,0,92,0,0,31.122,123.665625,682.829127,16.478852,125.5875,3.864,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,44.1,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

41,10:00-10:15,0,92,0,0,27.594,123.665625,682.829127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

42,10:15-10:30,0,92,0,0,15.561,123.665625,682.829127,16.478852,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

43,10:30-10:45,0,92,0,0,15.561,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

44,10:45-11:00,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

45,11:00-11:15,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

46,11:15-11:30,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,4.84272,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

47,11:30-11:45,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.3808,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

48,11:45-12:00,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.3808,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.575,0,0,0,71.4588,0,0,0,86.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

49,12:00-12:15,0,92,0,0,0,123.665625,682.829127,0,125.5875,2.76,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.3808,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

50,12:15-12:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,6.726,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

51,12:30-12:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.3808,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

52,12:45-13:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.3808,8.874,0,0,0,42.392196,5.27868,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

53,13:00-13:15,0,92,0,0,0,123.665625,683.129127,0,125.5875,35.328,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

54,13:15-13:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,35.328,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

55,13:30-13:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

56,13:45-14:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,16.68048,8.874,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

57,14:00-14:15,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,1.3944,653.1525,5.11176,8.874,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

58,14:15-14:30,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,6.972,653.1525,5.11176,8.874,6.7893,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

59,14:30-14:45,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.72694,0,59.0625,54.4401,0,10.6777,0,55.776,653.1525,5.11176,8.874,0,0,0,42.392196,3.1992,0,0,0,26.39091,0,0,0,0,0,43.05,0,0,0,70.9158,0,0,0,89.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,18.140334,0,15.00135,418.77

