Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,39.744,38.350728,124.384996,130.580717,0,122.40709,10.8885,64.382499,21.315823,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.397528,0,0,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.9078,15.00135,347.0625

2,00:15-00:30,39.744,38.350728,124.384996,130.580717,0,122.40709,10.8885,64.382499,21.315823,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.397528,0,0,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.996,15.00135,347.0625

3,00:30-00:45,30.912,38.350728,124.384996,130.580717,0,122.40709,10.8885,64.382499,21.315823,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.397528,0,0,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.9666,15.00135,347.0625

4,00:45-01:00,30.912,38.350728,124.384996,130.580717,0,122.40709,10.8885,64.382499,21.315823,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.397528,0,0,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.996,15.00135,347.0625

5,01:00-01:15,30.912,38.350728,124.384996,130.580717,0,122.40709,10.8885,64.382499,21.315823,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,18.308964,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.397528,0,0,0,82.828606,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,10.0842,15.00135,347.0625

