Time,Block,NR/2024/18392/C,NR/2024/18285/A/3498,NR/2023/18204/A/3349,NR/2023/18183/A/3507,NR/2024/18331/A/3506,NR/2024/18396/C,NR/2024/18395/C,NR/2023/18074/A/3333,NR/2024/18387/C,WR/2023/20914/A/3492,WR/2023/20937/A/3505,Total
74,18:15-18:30,0.000000,9.610000,5.770000,0.000000,158.480000,0.000000,0.000000,0.480000,0,55.000000,25.000000,254.34

75,18:30-18:45,0.000000,9.610000,5.770000,0.000000,158.480000,0.000000,0.000000,0.480000,0,55.000000,25.000000,254.34

76,18:45-19:00,0.000000,9.610000,5.770000,0.000000,158.480000,0.000000,0.000000,0.480000,0,55.000000,25.000000,254.34

77,19:00-19:15,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

78,19:15-19:30,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

79,19:30-19:45,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

80,19:45-20:00,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

81,20:00-20:15,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

82,20:15-20:30,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

83,20:30-20:45,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

84,20:45-21:00,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

85,21:00-21:15,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

86,21:15-21:30,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

87,21:30-21:45,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

88,21:45-22:00,0.000000,9.610000,5.770000,158.480000,0.000000,0.000000,0.000000,0.580000,0,55.000000,25.000000,254.44

89,22:00-22:15,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,55.000000,0.000000,70.86

90,22:15-22:30,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,55.000000,0.000000,70.86

91,22:30-22:45,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,55.000000,0.000000,70.86

92,22:45-23:00,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,55.000000,0.000000,70.86

93,23:00-23:15,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,0.000000,0.000000,15.86

94,23:15-23:30,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,0.000000,0.000000,15.86

95,23:30-23:45,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,0.000000,0.000000,15.86

96,23:45-24:00,0.000000,9.610000,5.770000,0.000000,0.000000,0.000000,0.000000,0.480000,0,0.000000,0.000000,15.86

