Block,Time,RIHAND2,CHAMERA3,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,SINGRAULI_HYDRO,UNCHAHAR3,BSIUL,RAPPB,CHAMERA1,URI,TANAKPUR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,40.848,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

2,00:15-00:30,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,40.848,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

3,00:30-00:45,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

4,00:45-01:00,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,0,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

5,01:00-01:15,118.125,0,0,0,42.0792,0,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,53.9325,0,123.665625,139.3125,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,0,34.224,5.8926,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

