genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,10.13392512,7.70513159592,
2,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,10.13392512,7.70513159592,
3,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
4,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
5,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
6,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
7,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
8,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
9,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,10.13392512,7.70513159592,
10,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,5.2444546,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,10.13392512,7.70513159592,
11,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,3.44300275044,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.653894312,0,,,,,,,0,0,0,12.997280736,35.07592,28.534275,40.30633715625,,,10.4889092,34.16158152,3.928393656,,,13.6488495,,0,,0.247550688,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.53383168,7.70513159592,
