genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,5.2444546,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,9.86724288,5.199144192,
2,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,5.2444546,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,9.86724288,5.199144192,
3,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,5.2444546,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.524090704,
4,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,5.2444546,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.524090704,
5,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,7.6282976,31.661685,2.5502358816,,,13.571415,,0,,1.5471918,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.849037216,
6,0,0,0,0,0,0,0,0,,3.150328896,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,27.6525788,31.661685,2.5502358816,,,13.571415,,0,,1.5471918,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.849037216,
7,0,0,0,0,0,0,0,0,,1.575164448,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,27.6525788,31.661685,2.5502358816,,,13.571415,,0,,1.5471918,0,,,2.6358568236,10.24025886576,6.3749882196,0,9.86724288,5.849037216,
8,0,0,0,0,0,0,0,0,,1.575164448,0,0,0,0,0,0,0,278.7960468304,0,0,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,27.6525788,31.661685,2.5502358816,,,13.571415,,0,,1.5471918,0,,,2.6358568236,10.24025886576,6.3749882196,0,9.86724288,5.849037216,
9,0,0,0,0,0,0,0,0,,1.575164448,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,27.6525788,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.849037216,
10,0,0,0,0,0,0,0,0,,1.575164448,0,0,0,0,0,0,0,278.7960468304,0,3.98063148912,2.518263,5.18374481625,,,11.2081617648,35.633874375,,,,0,,0,,16.531738608,0,,,,,,,0,0,0,12.905318844,32.02584,28.534275,40.30633715625,,,27.6525788,31.661685,2.5502358816,,,13.571415,,0,,0,0,,,2.6358568236,10.24025886576,6.3749882196,0,8.40049056,5.849037216,
