genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RAPPD,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,5.58515925,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,3.6125353,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,7.314692,4.70630655,
2,0,0,0,5.58515925,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,3.6125353,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,7.314692,4.70630655,
3,0,0,0,5.58515925,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,3.6125353,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.318127,4.70630655,
4,0,0,0,5.58515925,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,3.6125353,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.318127,4.70630655,
5,0,0,0,5.73275505,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.318127,3.7645773,
6,0,0,0,5.73275505,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.626864,3.7645773,
7,0,0,0,5.73275505,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.626864,3.7645773,
8,0,0,0,5.73275505,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.626864,3.7645773,
9,0,0,0,5.80655295,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.626864,3.7645773,
10,0,0,0,5.80655295,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,4.626864,3.7645773,
11,0,0,0,5.80655295,0,0,0,9.1192794,,1.821688,5.888355,5.529612,4.06640465,0,0,0,8.5866264,77.43975525,5.11291,6.7506285,2.620772,35.82674425,,,6.360541,20.71751,,,,0,,0,,0,21.4022424,,,,,,,4.7955105,6.8580743,0,0,7.1796032,2.376187,0,16.884054,28.1895152,,,11.931777,132.8634461,0,,,39.4045245,,4.189603,,1.700149,0,,11.90242086,,2.9367899,6.0042763,3.7285479,0,5.089271,3.7645773,
