genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,2.7851868,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
2,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
3,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
4,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,2.7851868,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
5,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
6,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,4.5485748,
7,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,0.955999,34.16158152,0,,,11.3201088,,0,,2.7851868,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,1.1039292,
8,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,5.723685,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,1.1039292,
9,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,28.606116,34.16158152,0,,,11.3201088,,0,,0.772992,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,1.1039292,
10,0,0,0,10.3484304,16.9985772,0,0,0,,0,0,0,0,0,0,5.4278532,16.148286,280.292342,0,3.9809088,5.024448,5.192931315,,,10.9233432,23.8830372,,,,0,,0,,16.2073626,0,,,,,,,0,0,0,12.5683668,35.07592,28.6876656,40.5196176,,,28.606116,34.16158152,0,,,11.3201088,,0,,2.7851868,0,,,4.9664736,5.1186564,6.3747684,0,0.4009896,1.1039292,
