genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RAPPD,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,7.2998926,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.129036,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.45365625,6.946115,4.3536339,0,5.2157534,5.4477907,
2,0,0,0,7.2998926,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.129036,6.1675273,7.5537066,3.1655624,125.4799711,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.45365625,6.946115,4.3536339,0,5.2157534,5.4477907,
3,0,0,0,7.2998926,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.129036,6.1675273,7.5537066,3.1655624,116.2937501,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.45365625,6.946115,4.3536339,0,6.3328122,3.6308899,
4,0,0,0,7.2998926,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.129036,6.1675273,7.5537066,3.1655624,116.2937501,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.45365625,6.946115,4.3536339,0,6.3328122,3.6308899,
5,0,0,0,7.3349276,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.45365625,6.946115,4.3536339,0,6.3328122,5.4477907,
6,0,0,0,7.3349276,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.51541575,6.946115,4.3536339,0,6.3328122,5.4477907,
7,0,0,0,7.3349276,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,8.8352264,5.4477907,
8,0,0,0,7.3349276,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4490456,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,8.8352264,5.4477907,
9,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,3.6308899,
10,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,3.6308899,
11,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,5.4477907,
12,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.2037444,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,5.4477907,
13,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.0096934,0,,0,,3.51866625,7.15275,4.4500599,0,8.8352264,5.4477907,
14,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.0096934,0,,0,,3.51866625,7.15275,4.4500599,0,8.8352264,5.4477907,
15,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.0096934,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,4.31077185,
16,0,0,0,7.3699626,0,0,0,11.4371752,,3.3005544,7.112391,6.6707784,4.9038209,0,0,0,14.26506345,5.1565624,6.1675273,7.5537066,3.1655624,211.7257351,,,7.6827322,16.6833238,,,,0,,0,,3.4052095,25.80509305,,,,,,,4.20648745,5.37050745,0,0,8.671421,3.2725209,7.4246931,20.04257365,0,,,0,35.3316249,2.6680115,,,17.57380625,,3.4237346,,2.0096934,0,,0,,3.51866625,7.15275,4.4500599,0,5.2157534,4.31077185,
