timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR
1,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,6.3747,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,9.4896,0.0000,8.0770,0.0000,0.0000,5.0535,0.0000,0.0000,0.6289,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,12.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,3.1873,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,9.4896,0.0000,8.0770,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,11.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
3,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,8.0770,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,10.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
4,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,8.0770,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,10.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
5,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,11.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
6,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1941,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,11.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
7,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,115.3900,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1941,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,11.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
8,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,64.1500,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1941,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,12.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
9,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,64.1500,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1941,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,2.5556,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,13.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
10,02EnNDPL2025/04/05,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.6893,0.0000,23.1426,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,577.3762,0.0000,0.0000,66.3375,0.0000,0.0000,64.1500,0.0000,271.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6842,0.0000,0.0000,4.2645,28.2211,36.4250,0.0000,128.4786,31.9538,6.3938,13.0008,8.0935,14.0606,45.4984,0.0000,13.1941,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.9709,0.0000,0.0000,0.0000,16.1072,0.0000,0.0000,0.0000,0.0000,10.6705,10.1889,0.0000,4.0398,0.0000,0.0000,5.0535,0.0000,0.0000,0.3927,4.0007,0.0000,0.0000,0.0000,212.0625,0.0000,0.6512,1.8700,0.0000,0.0000,200.0000,1.9600,1.9900,0.0000,0.0000,0.0000,0.0000,0.0000,14.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
