timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,SBSRBYPL,SBSRTPDDL,RSTOSU7,RSTPS1TO6,TALST2,SIMHST2,KUDGI,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,KGSU3AND4,KKNP,VALLURNTECL,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,VSTPS_I,VSTPS_II,VSTPS_III,VSTPS_IV,VSTPS_V,LARA_I,SIPAT_I,SIPAT_II,KSTPS_I_II,MOUDA,MOUDA_II,SOLAPUR,GAN_NAPM,KAWASCMGAS,GAN_COMGAS,GAN_RLNG,KHARGONE_I,KSTPS7,KAWAS_RLNG,GADARWAR_I,KAWAS_ZLIQ,TAPS_II,KAWAS_APM,GAN_APM,KAPS,MEJA,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7400,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4436,0.00,0.00,0.9367,0.00,105.5069
2,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7400,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4436,0.00,0.00,0.9367,0.00,105.5069
3,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7400,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4436,0.00,0.00,0.9367,0.00,105.5069
4,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7400,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4436,0.00,0.00,0.9367,0.00,105.5069
5,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4636,0.00,0.00,0.9369,0.00,105.5267
6,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4636,-45.00,0.00,1.3329,0.00,60.1307
7,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.4636,0.00,0.00,0.9369,0.00,105.5267
8,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.1436,0.00,0.00,0.9341,0.00,105.2095
9,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.1436,0.00,0.00,0.9341,0.00,105.2095
10,NDMC,53DSNDMC2022/11/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1600,1.1900,2.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,1.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7900,6.9700,2.1700,1.6700,6.0600,1.1900,0.7600,0.3900,0.0000,0.0800,1.8200,0.2500,1.9300,2.1000,1.5700,3.2700,0.0000,0.0000,0.0000,2.3100,0.0000,1.9700,1.8500,1.8700,2.6000,1.2800,4.1200,5.1400,1.7800,2.7900,2.5800,1.7000,1.7100,0.0000,0.0000,0.0000,0.0000,3.4300,1.3000,0.0000,4.1500,0.0000,2.1600,0.0000,0.0000,0.3100,1.7300,106.1436,0.00,0.00,0.9341,0.00,105.2095
