genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RAPPD,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,12.791196,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,11.22002475,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,12.6480816,10.19367855,
2,0,0,0,12.791196,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,11.22002475,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,12.6480816,10.19367855,
3,0,0,0,12.791196,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,11.22002475,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,7.4666196,10.19367855,
4,0,0,0,12.791196,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,11.22002475,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,7.4666196,10.19367855,
5,0,0,0,13.1292216,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,7.4666196,8.1539293,
6,0,0,0,13.1292216,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,8.0004672,8.1539293,
7,0,0,0,13.1292216,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,8.0004672,8.1539293,
8,0,0,0,13.1292216,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,8.0004672,8.1539293,
9,0,0,0,13.2982344,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,8.0004672,8.1539293,
10,0,0,0,13.2982344,0,0,0,20.6863888,,3.1499424,10.181754,12.490038,8.91057915,0,0,0,19.6277796,241.93830375,11.12057925,14.7681996,4.5316656,11.03212825,,,10.9982268,35.823348,,,,3.3469755,,0,,9.0697618,45.7936248,,,,,,,14.89417875,15.0278733,2.2124608,0,17.8094884,6.719603,35.232879,31.062196,43.0705506,,,35.043723,28.2165961,0,,,19.1760129,,7.2443844,,2.9397852,1.822766,,20.58057914,,5.33208665,11.2106588,6.8567103,1.2507946,8.0004672,8.1539293,
