genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RAPPD,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,3.87154625,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0.7373597,,,3.6768017,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
2,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,3.95606475,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0.7373597,,,3.6768017,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
3,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0.4913051,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
4,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0.2460546,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
5,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
6,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
7,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
8,0,0,0,2.525952,0,0,0,3.7776057,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
9,0,0,0,2.525952,0,0,0,3.7900038,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
10,0,0,0,2.525952,0,0,0,3.7900038,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
11,0,0,0,2.525952,0,0,0,3.7900038,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
12,0,0,0,2.525952,0,0,0,3.7900038,,0,0,2.2132264,1.4205587,0,0,0,3.6907728,1.4503632,1.7211161,2.2082775,0,4.44054875,,,0,0,,,,2.5098854,,0,,1.0872708,6.6518936,,,,,,,0,0.8086386,1.659669,0,4.0838435,1.625063,1.838584,1.89470875,1.8997968,,,0,0,0,,,3.6365725,,0,,0,1.6684041,,0,,0.233387,0.7623,0.3776916,0.9375674,0,0.6847995,
