genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,3.06639795,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.5126771,
2,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,3.06639795,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.5126771,
3,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,1.58199195,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.5126771,
4,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,1.60359045,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.5126771,
5,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,1.58199195,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
6,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,1.58199195,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
7,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0.72661875,0,0,0,0,3.4609014,1.3506966,0.42381075,0.7866551,0,1.60359045,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
8,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0,0,0,0,0,3.4609014,1.362933,0.42381075,0.7866551,0,1.60359045,,,0,0,,,,1.1220748,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
9,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0,0,0,0,0,3.4609014,1.3639626,0.42381075,0.7866551,0,2.92568045,,,0,0,,,,0,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
10,0,0,0,2.5071376,0,0,0,3.87275625,,0,0,0,0,0,0,0,3.4609014,1.3639626,0.42381075,0.7866551,0,2.92568045,,,0,0,,,,0,,0,,2.3360337,3.00434805,,,,,,,0,0.6741471,0.7708371,0,3.9733661,1.2239821,1.36298085,1.51735375,,,0,0,0.72688,,,2.4956525,,0,,0,0.8132685,,,0.18418455,0.59597395,0.2958813,0.4431724,0,1.4393907,
