timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR
1,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.8697,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,8.4372,0.0000,3.3443,0.0000,0.0000,4.1839,0.0000,0.5918,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.5000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,36.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.8697,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,8.4372,0.0000,3.3443,0.0000,0.0000,4.1839,0.0000,0.5918,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.6700,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.8697,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,0.5918,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,35.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.8697,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,0.5918,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1700,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.8697,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,3.8379,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6700,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,34.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.9226,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,18.0035,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.9226,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,18.0035,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.5000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,33.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1600,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.9226,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,18.0035,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1577,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.9226,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,18.0035,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.5000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,31.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,59EnBYPL2025/04/01,BYPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6807,0.0000,17.2824,24.9085,0.0000,0.0000,24.9085,0.0000,22.9108,65.1065,0.0000,0.0000,54.9000,0.0000,0.0000,0.0000,104.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.1577,0.0000,0.0000,4.6228,0.0000,30.1600,50.6400,228.1878,51.6100,5.2907,10.7419,6.7044,11.6408,37.6682,0.0000,10.9226,17.5053,15.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4278,0.0000,0.0000,0.0000,0.0000,8.4125,7.5132,0.0000,0.0000,0.0000,0.0000,4.1839,0.0000,18.0035,0.0000,3.3122,0.0000,0.0000,0.0000,175.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.6700,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300.0000,0.0000,200.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
