timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,TEHRIPSP_P
1,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,53.6500,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3709,0.0000,0.0000,6.2280,13.8018,28.9998,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.2725,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.3969,0.0000,0.0000,0.0000,8.8082,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.5929,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
2,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,49.3900,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,30.9343,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.2725,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.3969,0.0000,0.0000,0.0000,8.8082,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.5929,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
3,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,45.1400,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,32.8659,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.2725,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4338,0.0000,0.0000,0.0000,9.4832,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.5929,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
4,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,40.8800,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,34.8004,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.2725,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4399,0.0000,0.0000,0.0000,9.4832,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.5929,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
5,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,36.6200,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.3362,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4767,0.0000,0.0000,0.0000,9.4832,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
6,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,35.2000,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.3362,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4859,0.0000,0.0000,0.0000,9.4832,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
7,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,35.2000,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.3362,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4982,0.0000,0.0000,0.0000,8.8082,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
8,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,35.2000,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.3362,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4859,0.0000,0.0000,0.0000,8.8082,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
9,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,35.2000,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.4025,21.1561,27.0771,0.0000,19.1008,12.0995,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4859,0.0000,0.0000,0.0000,16.0640,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
10,61EnNDPL2025/08/18,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,563.0000,46.9210,0.0000,0.0000,0.0000,0.0000,35.2000,0.0000,271.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3757,0.0000,0.0000,6.2280,13.8018,36.4410,0.0000,63.8528,27.7417,6.3976,12.8663,8.0059,13.9686,15.1651,0.0000,13.4025,21.1561,27.0771,0.0000,19.1008,11.4983,4.8491,0.0000,6.2581,0.0000,0.0000,0.0000,15.7621,7.4859,0.0000,0.0000,0.0000,16.0640,9.9024,12.9316,12.1240,8.9187,11.2094,10.0782,8.7899,0.0000,4.0221,6.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,20.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,8.2491,0.0000,0.0000,9.8726,0.0000,0.0000
