Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,SIMHST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,1.21456,0,136.07849,0.677632,119.5917,1.44175,42.14808,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.723911,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

2,00:15-00:30,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,1.104145,0,136.07849,0.677632,119.5917,1.44175,42.14808,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.723911,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

3,00:30-00:45,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,1.104145,0,142.003256,0.677632,119.5917,1.44175,42.14808,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.723909,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

4,00:45-01:00,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0.60728,0,142.003256,0.677632,119.5917,1.44175,42.14808,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.723911,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

5,01:00-01:15,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,28.045,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.72391,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

6,01:15-01:30,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,14.04936,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.72391,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

7,01:30-01:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.72391,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

8,01:45-02:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,37.536,1.5372,66.815,0,0,82.685088,0,0,0,35.72391,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

9,02:00-02:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,37.536,1.5372,66.815,0,0,83.849666,0,0,0,35.72391,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

10,02:15-02:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,39.744,1.5372,66.815,0,0,83.849666,0,0,0,36.840282,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

11,02:30-02:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,39.744,1.5372,66.815,0,0,83.849666,0,0,0,36.840282,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

12,02:45-03:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,6.5538,37.536,1.5372,66.815,0,0,83.849666,0,0,0,36.840282,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

13,03:00-03:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0,26.717787,16.588865,59.44929,93.324175,1.456306,56.429334,41.778542,657.89409,8.443451,0.989598,51.987209,125.295291,26.273875,0,0,142.003256,0.677632,119.5917,1.44175,0,13.1076,37.536,1.5372,66.815,0,0,83.849666,0,0,0,36.840282,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,0,147.515625,39.455,348.975

