Block,Time,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,UNCHAHAR2,URI2,UNCHAHAR4,UNCHAHAR1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,PARBATI3,KOLDAM,SINGRAULI,RAMPUR,RIHAND2,TANDA2,NJPC,RIHAND1,SEWA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,21.196098,32.41932,0,19.985,0,52.029,38.7684,653.1525,35.496,0.9565,59.3595,67.536,0,0,139.3125,0,118.125,0,153.6034,92,15.804048,42.66,13.0416,33.12,6.405,85.988,0,0,5.25,0,36.75,0,0,0,0,0,62.988,0,2.172,0,0,0,0,0,0,0,46.88,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,21.168,15.00135,14.253199,418.77

2,00:15-00:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,21.196098,32.41932,0,19.985,0,52.029,38.7684,653.1525,35.496,0.9565,59.3595,67.536,0,0,139.3125,0,118.125,0,153.6034,92,15.804048,42.66,13.0416,33.12,5.124,85.988,0,0,5.25,0,36.75,0,0,0,0,0,62.988,0,2.172,0,0,0,0,0,0,0,46.88,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,21.168,15.00135,14.253199,418.77

3,00:30-00:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,21.196098,31.6122,0,19.1285,0,52.029,38.7684,653.1525,35.496,0.9565,59.3595,67.536,0,0,139.3125,0,118.125,0,153.6034,92,15.804048,42.66,13.0416,33.12,5.124,85.988,0,0,5.25,0,36.75,0,0,0,0,0,62.988,0,2.172,0,0,0,0,0,0,0,46.88,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,21.168,15.00135,14.253199,418.77

4,00:45-01:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,21.196098,31.6122,0,19.1285,0,52.029,38.7684,653.1525,35.496,0.9565,59.3595,67.536,0,0,139.3125,0,118.125,0,153.6034,92,15.804048,42.66,13.0416,33.12,6.405,85.988,0,0,5.25,0,36.75,0,0,0,0,0,62.988,0,2.172,0,0,0,0,0,0,0,46.88,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,21.168,15.00135,14.253199,418.77

5,01:00-01:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,21.196098,31.6122,0,19.1285,0,52.029,38.7684,653.1525,35.496,0.9565,59.3595,67.536,0,0,139.3125,0,118.125,0,153.6034,92,10.55736,42.66,13.0416,33.12,12.0414,85.988,0,0,5.25,0,36.75,0,0,0,0,0,62.988,0,2.172,0,0,0,0,0,0,0,46.88,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,21.168,10.0009,14.253199,418.77

