Block,Time,DHAULIGNGA,RAMPUR,CHAMERA3,KISHANGANGA,NJPC,NAPP,CHAMERA2,JHAJJAR,PARBATI3,KOTESHWR,DULHASTI,DADRT2,KOLDAM,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,RIHAND1,URI2,UNCHAHAR2,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,RAPPB,BSIUL,CHAMERA1,TANAKPUR,SALAL,URI,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
6,01:15-01:30,0,0.791484,31.709733,2.551476,40.951052,44.858883,43.635161,661.459879,0,17.425726,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.7686,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.386,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

7,01:30-01:45,0,0.395741,31.709733,2.551476,20.475526,44.858883,43.635161,661.459879,0,17.425726,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.7686,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

8,01:45-02:00,0,0,31.709733,2.551476,0,44.858883,43.635161,661.459879,0,17.425726,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.7686,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

9,02:00-02:15,0,0,31.709733,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.7686,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,13.6276,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

10,02:15-02:30,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.7686,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,13.6276,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

11,02:30-02:45,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,13.6276,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

12,02:45-03:00,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,13.6276,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

13,03:00-03:15,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,33.066273,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

14,03:15-03:30,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,22.468108,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

15,03:30-03:45,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

16,03:45-04:00,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.14,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

17,04:00-04:15,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.15,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

18,04:15-04:30,0,0,21.118518,2.551476,0,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,13.1076,28.09872,0.2562,36.022,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

19,04:30-04:45,0,0,21.118518,2.551476,0,44.858883,29.001777,661.459879,3.47244,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.2562,48.804,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

20,04:45-05:00,0,0,21.118518,2.551476,0,44.858883,29.001777,661.459879,6.944882,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.2562,83.664,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

21,05:00-05:15,0,0.395741,21.118518,2.551476,20.475526,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,1.1529,83.664,52.992,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

22,05:15-05:30,9.915135,0.975221,21.118518,2.551476,50.57455,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,0.85977,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,1.1529,83.664,52.992,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,15.00135,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

23,05:30-05:45,19.830272,1.462832,21.118518,2.551476,75.861824,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,1.063965,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,19.6614,28.09872,0.2562,83.664,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,17.584,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

24,05:45-06:00,29.745407,1.462832,21.118518,2.551476,75.861824,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,1.719539,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0.2562,83.664,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,17.584,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

25,06:00-06:15,29.745407,1.286162,21.118518,2.551476,66.545459,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,1.719539,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,25.28,0.2562,83.664,50.232,0,6.080756,89.995196,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,17.584,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

26,06:15-06:30,29.745407,1.462832,31.709733,2.551476,75.861824,44.858883,29.001777,661.459879,36.113382,8.712864,53.905351,689.353782,1.719539,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0.2562,48.804,50.232,0,6.080756,89.995196,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,17.584,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

27,06:30-06:45,29.745407,1.462832,31.709733,2.551476,75.759446,44.858883,29.001777,661.459879,6.944882,8.712864,53.905351,689.353782,1.719539,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0.2562,36.022,50.232,0,6.080756,89.995196,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,17.584,46.39908,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

28,06:45-07:00,29.745407,1.385097,31.709733,2.551476,71.664341,44.858883,29.001777,661.459879,3.47244,8.712864,53.905351,689.353782,0.85977,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,0.2562,36.022,50.232,0,6.080756,89.995196,0,0,73.287535,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.42,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.84,0,18.140334,17.584,46.39908,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

29,07:00-07:15,19.830272,1.187225,31.709733,2.551476,61.426578,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,1.1529,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,17.584,46.39908,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

30,07:15-07:30,9.915135,0.975221,31.709733,2.551476,50.57455,44.858883,43.635161,661.459879,0,8.712864,53.905351,689.353782,0,126.520838,0,1.492325,143.445226,120.694688,2.525983,26.963602,17.179061,94.319982,34.64741,43.545976,59.738476,22.193776,1.075357,0,0,28.09872,1.1529,36.022,50.232,0,6.080756,89.995196,0,0,72.0861,0,0,0,6.41457,37.904278,0,3.03,2.38,1.89,0.41,0.87,0.16,1.99,2.18,1.62,0,1.85,7.78,1.94,0,9.33,0.25,1.78,0.81,0,18.140334,17.584,46.39908,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.737764,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

