Block,Time,RIHAND2,CHAMERA3,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,SINGRAULI_HYDRO,UNCHAHAR3,BSIUL,RAPPB,CHAMERA1,URI,TANAKPUR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,118.125,0,0,0,43.3608,0,653.1525,8.381,0,0,84,679.493168,0,0,0,53.4249,0,123.665625,124.875,42.392196,10.55736,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,0,12.782,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,10.425,0,20.0018,388.125

2,00:15-00:30,118.125,0,0,0,43.3608,0,653.1525,8.381,0,0,84,679.493168,0,0,0,53.4249,0,123.665625,124.875,42.392196,10.55736,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,0,12.782,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,10.425,0,20.0018,388.125

3,00:30-00:45,118.125,0,0,0,43.3608,0,653.1525,8.381,0,0,84,679.493168,0,0,0,53.4249,0,123.665625,124.875,42.392196,10.55736,10.91181,0,22.8684,0,0.66955,26.39091,13.0416,0,0,34.776,0,12.782,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,10.425,0,20.0018,388.125

4,00:45-01:00,118.125,0,0,0,43.3608,0,653.1525,8.381,0,0,84,679.493168,0,0,0,53.4249,0,123.665625,124.875,42.392196,10.55736,10.91181,0,22.8684,0,0.66955,26.39091,13.0416,0,0,34.776,0,12.782,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,10.425,0,20.0018,388.125

5,01:00-01:15,118.125,0,0,0,43.3608,0,653.1525,8.381,0,0,84,679.493168,0,0,0,53.4249,0,123.665625,124.875,42.392196,10.55736,10.91181,0,24.2136,0,0.66955,26.39091,13.0416,0,0,34.776,6.405,18.592,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,10.425,0,20.0018,388.125

