Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
6,01:15-01:30,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,13.188,18.765,348.975

7,01:30-01:45,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,13.452,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,13.188,18.765,348.975

8,01:45-02:00,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,13.188,18.765,348.975

9,02:00-02:15,686.779957,8.874,49.436556,0,14.003,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,13.188,18.765,348.975

10,02:15-02:30,686.779957,8.874,49.436556,0,14.003,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,48.576,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,40.062,147.515625,17.64,13.188,18.765,348.975

11,02:30-02:45,686.779957,8.874,49.436556,0,14.003,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,48.576,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,17.64,13.188,18.765,348.975

12,02:45-03:00,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,26.34008,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,20.58,13.188,18.765,348.975

13,03:00-03:15,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,20.58,13.188,19.46,348.975

14,03:15-03:30,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,20.58,13.188,19.46,348.975

15,03:30-03:45,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,13.188,19.46,348.975

16,03:45-04:00,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,13.188,19.46,348.975

17,04:00-04:15,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,13.188,19.46,348.975

18,04:15-04:30,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,16.56,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,13.188,19.46,348.975

19,04:30-04:45,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,16.56,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,19.46,348.975

20,04:45-05:00,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,19.46,348.975

21,05:00-05:15,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.155,348.975

22,05:15-05:30,686.779957,8.874,49.436556,0,3.1825,9.67784,27.3447,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,16.56,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.155,348.975

23,05:30-05:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,1.1,0,11.04,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

24,05:45-06:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,15.12,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,2.2,8.927,11.04,12.1695,34.86,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

25,06:00-06:15,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,3.3,13.983,11.04,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

26,06:15-06:30,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,19.6614,28.045,11.04,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

27,06:30-06:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,14.7972,42.392196,0,19.6614,28.045,11.04,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

28,06:45-07:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,14.7972,42.392196,0,19.6614,28.045,11.04,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

29,07:00-07:15,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,15.561,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,19.6614,28.045,16.56,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,13.188,20.73185,348.975

30,07:15-07:30,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,28.045,16.56,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,14.287,20.73185,348.975

31,07:30-07:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,24.61716,42.392196,0,6.5208,28.045,48.576,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,15.386,20.73185,348.975

32,07:45:08:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,24.61716,42.392196,0,6.5208,28.045,48.576,12.1695,24.402,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,20.58,16.485,20.73185,348.975

33,08:00-08:15,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,14.352,12.1695,24.402,0,83.296,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,17.584,20.73185,348.975

34,08:15-08:30,686.779957,8.874,49.436556,0,7.638,9.67784,9.1149,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,13.983,11.04,12.1695,24.402,0,83.296,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,20.58,17.584,20.73185,348.975

35,08:30-08:45,686.779957,8.874,49.436556,0,32.700824,9.67784,0,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,13.983,13.248,12.1695,47.642,0,83.296,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

36,08:45:09:00,686.779957,8.874,49.436556,0,32.700824,9.67784,0,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,11.85,13.248,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

37,09:00:09:15,686.779957,8.874,49.436556,0,32.700824,0,0,0,70.1727,18.662,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,11.06,16.56,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

38,09:15-09:30,686.779957,8.874,49.436556,0,32.700824,0,0,0,70.1727,3.999,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,13.452,42.392196,0,6.5208,9.559,16.56,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

39,09:30-09:45,686.779957,8.874,49.436556,0,32.700824,0,0,0,70.1727,3.999,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,0,48.576,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

40,09:45-10:00,686.779957,8.874,49.436556,0,32.700824,0,0,0,70.1727,3.999,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.2848,42.392196,0,6.5208,0,48.576,12.1695,36.022,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,17.584,20.73185,348.975

41,10:00-10:15,686.779957,8.874,49.436556,0,7.638,0,0,0,70.1727,3.999,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,15.456,12.1695,36.022,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,14.7,17.584,20.73185,348.975

42,10:15-10:30,686.779957,8.874,49.436556,0,3.1825,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,15.456,12.1695,36.022,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,14.7,17.584,20.73185,348.975

43,10:30-10:45,686.779957,8.874,49.436556,0,3.1825,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,19.872,12.1695,24.402,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

44,10:45-11:00,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,12.1695,24.402,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

45,11:00-11:15,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,12.1695,24.402,0,83.296,0,0,0,63.531,0,0,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

46,11:15-11:30,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,12.1695,24.402,0,83.296,0,0,0,63.531,0,0,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

47,11:30-11:45,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,63.531,0,0,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

48,11:45-12:00,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,63.531,0,0,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

49,12:00-12:15,686.779957,8.874,49.436556,0,0,0,0,0,75.76,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,25.392,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

50,12:15-12:30,686.779957,8.874,49.436556,0,0,0,0,0,85.23,9.331,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,25.392,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

51,12:30-12:45,686.779957,8.874,49.436556,0,0,0,0,0,85.23,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

52,12:45-13:00,686.779957,8.874,49.436556,0,0,0,0,0,85.23,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

53,13:00-13:15,686.779957,8.874,49.436556,0,0,0,0,0,85.23,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

54,13:15-13:30,686.779957,8.874,49.436556,0,0,0,0,0,80.495,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,19.872,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

55,13:30-13:45,686.779957,8.874,49.436556,0,0,0,0,0,80.495,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,0,0,25.392,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

56,13:45-14:00,686.779957,8.874,49.436556,0,0,0,0,0,80.495,11.997,0,50.76,39.4092,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,0,0,25.392,10.1199,24.402,0,83.296,0,0,0,52.671,0,10.86,0,36.75,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.7,17.584,20.73185,348.975

