Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,68.15876,130.480717,124.284996,22.886205,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,10.1199,33.12,40.764,19.5624,0,101.83845,0,0,0,77.578921,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

2,00:15-00:30,68.15876,130.480717,124.284996,22.886205,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,10.1199,33.12,42.14808,19.5624,0,101.83845,0,0,0,77.578921,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

3,00:30-00:45,68.15876,130.480717,124.284996,22.886205,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,101.83845,0,0,0,77.578921,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

4,00:45-01:00,68.15876,130.480717,124.284996,22.886205,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,101.83845,0,0,0,81.32411,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

5,01:00-01:15,68.15876,130.480717,124.284996,36.617928,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,101.83845,0,0,0,81.32411,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

6,01:15-01:30,68.15876,130.480717,124.284996,36.617928,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,104.554142,0,0,0,81.32411,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

7,01:30-01:45,68.15876,130.480717,124.284996,36.617928,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,104.554142,0,0,0,81.32411,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

8,01:45-02:00,68.15876,130.480717,124.284996,36.617928,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,482.143799,27.667514,62.748,0,3.0744,33.12,42.14808,19.5624,0,104.554142,0,0,0,81.32411,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

9,02:00-02:15,68.15876,130.480717,124.284996,36.617928,6.745516,96.955943,22.630299,3.094586,1.212819,42.071732,37.890519,27.638981,149.88895,5.534073,44.906625,18.800617,688.315947,179.962454,59.175403,10.235073,34.831253,43.536137,35.71808,5.560434,48.499828,473.943799,27.667514,62.748,0,10.1199,33.12,42.14808,19.5624,0,104.554142,0,0,0,81.32411,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,12.51,0,20,418.77

