Block,Time,UNCHAHAR3,URI2,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,TEHRI,SINGRAULI_HYDRO,RIHAND2,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,URI,TANAKPUR,SALAL,BSIUL,RAPPB,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,2.6901,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

2,00:15-00:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,2.6901,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

3,00:30-00:45,26.39091,5.24628,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,2.6901,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

4,00:45-01:00,26.39091,5.24628,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,2.6901,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

5,01:00-01:15,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

6,01:15-01:30,26.39091,24.75168,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,3.312,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

7,01:30-01:45,26.39091,24.75168,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,38.64,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

8,01:45-02:00,26.39091,24.75168,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,38.64,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

9,02:00-02:15,26.39091,24.75168,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,3.312,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

10,02:15-02:30,26.39091,24.75168,0,61.832812,125.5875,42.392196,0,10.5635,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,0,0,0,92,679.493168,1.9245,0,0,54.567,2.208,0.2562,2.324,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,348.975

