Block,Time,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,KOLDAM,SINGRAULI_HYDRO,NJPC,RAPPC,TEHRI,UNCHAHAR3,RIHAND3,SINGRAULI,TANDA2,KISHANGANGA,NAPP,UNCHAHAR4,URI2,CHAMERA1,BSIUL,TANAKPUR,SALAL,RAPPB,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
24,05:45-06:00,341.564563,32.957704,0,17.5693,13.17004,33.57,5.1987,653.1525,118.125,8.874,3.819,0,92,20.556,0,0.59303,75.76,26.3952,31.122,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,7.031,1.1,11.922267,2.5564,0,6.624,0,0,43.05,0,0,0,0,87.68,0,0,67.332,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

25,06:00-06:15,341.564563,49.436556,1.2734,27.3447,26.34008,33.57,10.55736,653.1525,118.125,17.748,16.350412,0,92,20.556,0,0.59303,94.7,26.3952,46.683,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,14.062,3.3,4.4835,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

26,06:15-06:30,341.564563,49.436556,19.374781,36.544144,39.51012,33.57,15.804048,653.1525,118.125,29.58,16.350412,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,26.07,19.5624,4.4835,2.5564,0,11.04,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

27,06:30-06:45,341.564563,49.436556,19.374781,36.544144,39.51012,33.57,15.804048,653.1525,118.125,29.58,16.350412,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,39.5,19.5624,4.4835,2.5564,0,49.68,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

28,06:45-07:00,341.564563,49.436556,19.374781,36.544144,39.51012,33.57,15.804048,653.1525,118.125,29.58,16.350412,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,6.726,39.5,19.5624,4.4835,2.5564,0,49.68,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

29,07:00-07:15,341.564563,49.436556,19.374781,33.025,39.51012,33.57,15.804048,653.1525,118.125,29.58,16.350412,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,39.5,19.5624,4.4835,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

30,07:15-07:30,341.564563,49.436556,19.374781,18.2298,39.51012,33.57,15.804048,653.1525,118.125,29.58,16.350412,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,26.07,19.5624,4.4835,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

31,07:30-07:45,341.564563,49.436556,19.374781,9.1149,39.51012,33.57,15.804048,653.1525,118.125,29.58,3.819,0,92,20.556,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,13.43,6.5208,4.4835,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

32,07:45:08:00,341.564563,32.957704,0,0,13.17004,33.57,10.55736,653.1525,118.125,17.748,0,0,92,20.556,0,0.59303,94.7,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,5.3808,0,0,4.4835,2.5564,0,6.624,0,0,42.525,0,0,0,0,87.68,0,0,66.789,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

33,08:00-08:15,341.564563,32.957704,0,0,13.17004,33.57,5.27868,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,75.76,26.3952,62.244,26.39091,123.665625,88.5,0,0,20.1852,0,10.7616,0,0,4.4835,2.5564,0,6.624,0,0,42,0,0,0,0,87.68,0,0,66.246,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

34,08:15-08:30,341.564563,32.957704,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,57.767,26.3952,46.683,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,2.5564,0,11.04,0,0,42,0,0,0,0,87.68,0,0,66.246,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

35,08:30-08:45,341.564563,32.957704,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,37.88,26.3952,45.36,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,13.363,0,49.68,0,0,42,0,0,0,0,87.68,0,0,66.246,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

36,08:45:09:00,341.564563,32.957704,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,18.94,26.3952,45.36,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,70.882,0,49.68,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0.294,418.77

37,09:00:09:15,341.564563,32.957704,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,18.94,26.3952,30.366,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,70.882,0,8.832,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

38,09:15-09:30,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,18.94,26.3952,15.75,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,70.882,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

39,09:30-09:45,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,18.94,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,70.882,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

40,09:45-10:00,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,18.94,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,13.363,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

41,10:00-10:15,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,24.75168,0,0,4.4835,12.782,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

42,10:15-10:30,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,10.7616,0,0,4.4835,12.782,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

43,10:30-10:45,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

44,10:45-11:00,341.564563,16.478852,0,0,13.17004,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,6.624,0,0,42,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

45,11:00-11:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,49.68,0,0,41.475,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

46,11:15-11:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,88.5,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,49.68,0,0,41.475,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

47,11:30-11:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,96,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,6.624,0,0,41.475,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

48,11:45-12:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,99,0,0,20.1852,0,9.4164,0,0,4.4835,12.782,0,6.624,0,0,41.475,0,0,0,0,87.68,0,0,65.703,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

49,12:00-12:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,101.25,0,0,20.1852,0,9.4164,0,0,11.922267,2.324,0,6.624,0,0,41.475,0,0,0,0,87.68,0,0,64.617,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

50,12:15-12:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,9.4164,0,0,11.922267,2.324,0,6.624,0,0,41.475,0,0,0,0,87.68,0,0,64.617,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

51,12:30-12:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,9.4164,0,0,11.922267,12.782,0,8.832,0,0,41.475,0,0,0,0,87.68,0,0,64.617,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

52,12:45-13:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,9.4164,0,0,11.922267,12.782,0,8.832,0,0,41.475,0,0,0,0,87.68,0,0,64.617,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

53,13:00-13:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,10.089,0,0,11.922267,13.363,0,4.416,0,0,41.475,0,0,0,0,87.68,0,0,64.074,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

54,13:15-13:30,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,10.089,0,0,11.922267,13.363,0,4.416,0,0,41.475,0,0,0,0,87.68,0,0,64.074,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

55,13:30-13:45,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,10.089,0,0,5.124,13.363,0,4.416,0,0,41.475,0,0,0,0,87.68,0,0,64.074,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

56,13:45-14:00,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,10.089,0,0,5.124,13.363,0,4.416,0,0,41.475,0,0,0,0,87.68,0,0,64.074,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

57,14:00-14:15,341.564563,16.478852,0,0,0,33.57,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,26.3952,0,26.39091,123.665625,103.125,0,0,20.1852,0,9.4164,0,0,5.124,13.363,0,4.416,0,0,40.95,0,0,0,0,87.68,0,0,64.074,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,98.34375,45.2215,14.253199,20.0018,0,418.77

